,city,latitude,longitude,runners,distance,population,canton
404,Arbaz,46.2717615,7.381039400000001,3,107190.0,nan,nan
405,Coffrane,47.0106037,6.8622915,1,76724.0,nan,nan
406,GB-Wassenaar,52.1390409,4.3944259,1,820276.0,nan,nan
407,Belp,46.8914239,7.499006000000001,4,123754.0,11548,BE
408,F-St Felix,42.2878193,-92.9243509,1,,nan,nan
409,Les Thioleyres,46.53962019999999,6.811861299999999,5,23045.0,nan,nan
410,Crans-Montana,n,a,14,124093.0,nan,nan
411,Montricher,46.5997956,6.3758639,4,29291.0,nan,nan
412,Semsales,46.57386,6.929259999999999,7,37314.0,nan,nan
413,D-Walldorf,49.3063689,8.6427693,1,431718.0,nan,nan
414,Lucens,46.7082614,6.838917599999999,9,28847.0,nan,nan
415,St-Saphorin-sur-Morges,46.5460528,6.488364499999999,6,17686.0,nan,nan
416,F-Bois d'Amont,46.53536,6.139535,4,58381.0,nan,nan
417,Gstaad,46.4717588,7.2865728,4,94362.0,nan,nan
418,Formangueires,46.827222,7.116953000000001,1,74775.0,nan,nan
419,Chernex,46.4312213,6.9106799,8,28943.0,nan,nan
420,Cugy VD,46.5851396,6.640292899999999,28,8918.0,nan,nan
421,D-Reutlingen,48.50693889999999,9.2038043,1,427033.0,nan,nan
422,F-Lyaud,46.337128,6.520637,2,81612.0,nan,nan
423,Grandson,46.8092091,6.6457678,14,45454.0,3306,VD
424,Vaux-sur-Morges,46.5355318,6.463275899999999,2,17328.0,nan,nan
425,Etagnières,46.5998975,6.612918500000001,15,10827.0,nan,nan
426,Steffisburg,46.7788438,7.6347832,2,137098.0,15689,BE
427,Orny,46.6673781,6.5260641,8,26385.0,nan,nan
428,F-Bernex,46.1771419,6.0764849,1,69325.0,nan,nan
429,Horgen,47.260742,8.596363,6,248261.0,20164,ZH
430,GB-Inverkeithing,56.030043,-3.398795,1,1600496.0,nan,nan
431,S-Luleå,65.584819,22.1567026,1,2879220.0,nan,nan
432,D-Bisingen,48.3128279,8.917053,1,397593.0,nan,nan
433,Champagne,48.026628,0.333235,8,675184.0,nan,nan
434,Fraubrunnen,47.0862376,7.526873900000001,1,130576.0,nan,nan
435,Valeyres-sous-Rances,46.7533504,6.5257891,4,33865.0,nan,nan
436,F-Villeneuve St Salves,47.854111,3.652168999999999,1,355134.0,nan,nan
437,F-Brunoy,48.698071,2.504543,3,499885.0,nan,nan
438,D-Rheinfelden,47.5896468,7.768778999999999,1,197210.0,nan,nan
439,F-Onglieres,46.794863,6.011061,1,86873.0,nan,nan
440,Buchillon,46.4693789,6.4200054,8,24875.0,nan,nan
441,Morlon,46.6249096,7.0849233,4,52444.0,nan,nan
